WHC -- Worker xxxxhiring country,WES -- Status,WSS -- Worker citizenship status,WNY -- Worker Nationality,WRP -- Does worker require permit,WPT -- Permit Type,WAWP -- Worker has an active work permit,WMLE -- Worker has multiple employers,WFN -- Worker first name,WLN -- Worker last name,WFNA -- Worker first name in alternate language,WLNA -- Worker last name in alternate language,WEL -- Worker email,WJT -- Worker job title,WJTA -- Worker job title in alternate language,WJD -- Worker job description,WJDA -- Worker job description in alternate language,WEID -- Worker employee internal ID,WMN -- Worker reporting manager name,WMR -- Worker reporting manager role,WME -- Worker reporting manager email,WCT -- Worker contract type,WCXT -- Worker contract term,WSD -- Worker contract start date,WED -- Worker contract end date,WET -- Worker employment type,WFST -- Worker full time employment start time,WFET -- Worker full time employment end time,WHRW -- Worker hours per week,WTN -- Worker termination notice period,WTNU -- Worker termination notice unit,WCW -- Do you allow AYP to contact worker,WPA -- Worker workplace address is,WAO -- Eligible for additional income,WAD -- Additional income description,WPO -- Eligible for paid expenses,WPD -- Paid expenses description,WOO -- Entitled to overtime,WOD -- Overtime description,WSDMO -- Worker monday schedule,WSDTU -- Worker tuesday schedule,WSDWE -- Worker wednesday schedule,WSDTH -- Worker thursday schedule,WSDFR -- Worker friday schedule,WSDSA -- Worker saturday schedule,WSDSU -- Worker sunday schedule,WIO -- Eligible for insurance,WIS -- Insurance selection,WPPD -- Probation period,WPPU -- Probation period unit,WPLD -- Paid time off (days),WSTD -- Sick time off (days) ,DCC -- Dialing code for contact number,WNUM -- Worker contact number,WDOB -- Worker date of birth,WGEN -- Worker gender,WMAR -- Worker marital status,WND -- Worker number of dependents,WRG -- Worker religion,WRC -- Worker race,WID -- Worker national ID,WNI -- Worker national ID issue date,WNII -- Worker national ID place of issue,WNIIA -- Worker national id place of issue in alternate language,WPN -- Worker passport number,WPID -- Worker passport issued date,WPII -- Worker passport place of issue,WPIIA -- Worker passport place of issue in alternate language,WAL -- Worker address line,WAC -- Worker address city,WAS -- Worker address state,WPC -- Worker address postal code,WALA -- Worker address line in alternate language,WACA -- Worker address city in alternate language,WASA -- Worker address state in alternate language,WPCA -- Worker address postal code in alternate language,WEN -- Worker emergency contact name,WER -- Worker emergency contact relationship,DCE -- Dialing code for emergency contact number,WEC -- Worker emergency contact number,WLP -- Worker latest permit ID,WPI -- Worker latest permit issued date,WPP -- Worker latest permit place of issue,WPPA -- Worker latest permit place of issue in alternate language,WCSR -- Worker payment currency,WSPH -- Worker salary per hour,WSPM -- Worker salary per month,WSPB -- Worker salary payable date of the month,WPYM -- Worker payment option,WSPP -- Worker payment schedule,WTD -- Worker termination date,WLPD -- Worker last payment date,WTXI -- Worker Tax ID,WXR -- Worker qualification for tax residency,WMPF -- Worker MPF ID (Country specific),WBB -- Worker bank beneficiary name,WBA -- Worker bank account number,WBN -- Worker bank name,WBC -- Worker bank code,WBS -- Worker bank SWIFT/BIC code,WBI -- Worker IBAN code,ECSD -- Employer contract sign date,WCSD -- Worker contract sign date
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0011,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 10 months, 2023-04-22, 2024-04-21,FULL_TIME -- Full Time,16:00:00,0:30:00,47,97,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,67,DAY -- Day,20000007,300007,,, 1999-01-37,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432451, 2023-02-19,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2507,400007,35,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-21, 2024-04-21,HKB3243251,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3252,, 2023-04-22,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0012,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 11 months, 2023-04-23, 2024-04-22,FULL_TIME -- Full Time,17:00:00,1:30:00,48,98,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,68,DAY -- Day,20000008,300008,,, 1999-01-38,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432452, 2023-02-20,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2508,400008,36,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-22, 2024-04-22,HKB3243252,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3253,, 2023-04-23,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0013,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 12 months, 2023-04-24, 2024-04-23,FULL_TIME -- Full Time,18:00:00,2:30:00,49,99,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,69,DAY -- Day,20000009,300009,,, 1999-01-39,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432453, 2023-02-21,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2509,400009,37,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-23, 2024-04-23,HKB3243253,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3254,, 2023-04-24,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0014,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 13 months, 2023-04-25, 2024-04-24,FULL_TIME -- Full Time,19:00:00,3:30:00,50,100,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,70,DAY -- Day,20000010,300010,,, 1999-01-40,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432454, 2023-02-22,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2510,400010,38,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-24, 2024-04-24,HKB3243254,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3255,, 2023-04-25,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0015,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 14 months, 2023-04-26, 2024-04-25,FULL_TIME -- Full Time,20:00:00,4:30:00,51,101,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,71,DAY -- Day,20000011,300011,,, 1999-01-41,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432455, 2023-02-23,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2511,400011,39,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-25, 2024-04-25,HKB3243255,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3256,, 2023-04-26,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0016,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 15 months, 2023-04-27, 2024-04-26,FULL_TIME -- Full Time,21:00:00,5:30:00,52,102,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,72,DAY -- Day,20000012,300012,,, 1999-01-42,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432456, 2023-02-24,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2512,400012,40,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-26, 2024-04-26,HKB3243256,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3257,, 2023-04-27,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0017,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 16 months, 2023-04-28, 2024-04-27,FULL_TIME -- Full Time,22:00:00,6:30:00,53,103,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,73,DAY -- Day,20000013,300013,,, 1999-01-43,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432457, 2023-02-25,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2513,400013,41,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-27, 2024-04-27,HKB3243257,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3258,, 2023-04-28,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0018,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 17 months, 2023-04-29, 2024-04-28,FULL_TIME -- Full Time,23:00:00,7:30:00,54,104,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,74,DAY -- Day,20000014,300014,,, 1999-01-44,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432458, 2023-02-26,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2514,400014,42,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-28, 2024-04-28,HKB3243258,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3259,, 2023-04-29,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0019,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 18 months, 2023-04-30, 2024-04-29,FULL_TIME -- Full Time,0:00:00,8:30:00,55,105,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,75,DAY -- Day,20000015,300015,,, 1999-01-45,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432459, 2023-02-27,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2515,400015,43,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-29, 2024-04-29,HKB3243259,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3260,, 2023-04-30,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0020,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 19 months, 2023-04-31, 2024-04-30,FULL_TIME -- Full Time,1:00:00,9:30:00,56,106,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,76,DAY -- Day,20000016,300016,,, 1999-01-46,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432460, 2023-02-28,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2516,400016,44,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-30, 2024-04-30,HKB3243260,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3261,, 2023-04-31,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0021,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 20 months, 2023-04-32, 2024-04-31,FULL_TIME -- Full Time,2:00:00,10:30:00,57,107,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,77,DAY -- Day,20000017,300017,,, 1999-01-47,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432461, 2023-02-29,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2517,400017,45,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-31, 2024-04-31,HKB3243261,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3262,, 2023-04-32,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0022,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 21 months, 2023-04-33, 2024-04-32,FULL_TIME -- Full Time,3:00:00,11:30:00,58,108,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,78,DAY -- Day,20000018,300018,,, 1999-01-48,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432462, 2023-02-30,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2518,400018,46,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-32, 2024-04-32,HKB3243262,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3263,, 2023-04-33,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0023,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 22 months, 2023-04-34, 2024-04-33,FULL_TIME -- Full Time,4:00:00,12:30:00,59,109,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,79,DAY -- Day,20000019,300019,,, 1999-01-49,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432463, 2023-02-31,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2519,400019,47,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-33, 2024-04-33,HKB3243263,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3264,, 2023-04-34,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0024,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 23 months, 2023-04-35, 2024-04-34,FULL_TIME -- Full Time,5:00:00,13:30:00,60,110,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,80,DAY -- Day,20000020,300020,,, 1999-01-50,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432464, 2023-02-32,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2520,400020,48,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-34, 2024-04-34,HKB3243264,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3265,, 2023-04-35,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0025,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 24 months, 2023-04-36, 2024-04-35,FULL_TIME -- Full Time,6:00:00,14:30:00,61,111,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,81,DAY -- Day,20000021,300021,,, 1999-01-51,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432465, 2023-02-33,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2521,400021,49,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-35, 2024-04-35,HKB3243265,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3266,, 2023-04-36,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0026,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 25 months, 2023-04-37, 2024-04-36,FULL_TIME -- Full Time,7:00:00,15:30:00,62,112,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,82,DAY -- Day,20000022,300022,,, 1999-01-52,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432466, 2023-02-34,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2522,400022,50,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-36, 2024-04-36,HKB3243266,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3267,, 2023-04-37,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0027,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 26 months, 2023-04-38, 2024-04-37,FULL_TIME -- Full Time,8:00:00,16:30:00,63,113,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,83,DAY -- Day,20000023,300023,,, 1999-01-53,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432467, 2023-02-35,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2523,400023,51,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-37, 2024-04-37,HKB3243267,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3268,, 2023-04-38,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0028,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 27 months, 2023-04-39, 2024-04-38,FULL_TIME -- Full Time,9:00:00,17:30:00,64,114,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,84,DAY -- Day,20000024,300024,,, 1999-01-54,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432468, 2023-02-36,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2524,400024,52,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-38, 2024-04-38,HKB3243268,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3269,, 2023-04-39,
HK -- Hong Kong,EMPLOYEE_REVIEW -- Employee review,CITIZEN -- Citizen,HK -- Hong Kong,NO -- No,NA -- Not applicable,NO -- No,NO -- No,Bryan,Glover,布莱恩,格洛弗,bryan@amancompany.com,System analyst,系统分析师,xxxx,,AC0029,Emmy Mcguire,Budget Analyst ,emily@amancompany.com,FIXED -- Fixed,THREE_MONTHS_AND_MORE -- More than 28 months, 2023-04-40, 2024-04-39,FULL_TIME -- Full Time,10:00:00,18:30:00,65,115,DAY -- Day,YES -- Yes,EMPLOYEE -- Employee Address,NO -- No,,NO -- No,,NO -- No,,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,FULL_DAY -- Full day,OFF_DAY -- Off day,OFF_DAY -- Off day,YES -- Yes,,85,DAY -- Day,20000025,300025,,, 1999-01-55,MALE -- Male,SINGLE -- Single,,CHRISTIANITY -- Christianity,CAUCASIAN -- Caucasian,,,,,HK0123432469, 2023-02-37,Hong Kong,,,,,,,,,,,,,,,,,,HKD -- Hong Kong Dollar,2525,400025,53,BANK_DEPOSIT -- Bank Deposit,MONTHLY -- Monthly, 2024-04-39, 2024-04-39,HKB3243269,,,Hong Kong National Bank,,Hong Kong National Bank,HKNXXXX,3270,, 2023-04-40,
